Obs_date,Treatment,Plot,Observation_type,Equipment
5/14/1996,T1,T1R1,Soil Preparation,row cultivator --type unknown
5/6/1996,T1,T1R1,Soil Preparation,disk
4/18/1996,T1,T1R1,Soil Preparation,Moldboard plow
3/4/1996,T1,T1R1,Fertilizer application,spreader
9/18/1995,T1,T1R1,Weed control,broadcast sprayer
8/7/1995,T1,T1R1,Harvest,baler
7/22/1995,T1,T1R1,Harvest,combine
5/21/1995,T1,T1R1,Weed control,unknown
5/6/1995,T1,T1R1,Fertilizer application,8002 Flat Fan Nozzles
4/17/1995,T1,T1R1,Fertilizer application,unknown
10/13/1994,T1,T1R1,Planting,John Deere 750 10' no-till drill
10/12/1994,T1,T1R1,Soil Preparation,Chisel plow --type unknown
10/11/1994,T1,T1R1,Harvest,combine
6/7/1994,T1,T1R1,Soil Preparation,Rotary Hoe
5/18/1994,T1,T1R1,Planting,Tye Drill
5/16/1994,T1,T1R1,Soil Preparation,cultipacker
5/16/1994,T1,T1R1,Soil Preparation,row cultivator --type unknown
5/13/1994,T1,T1R1,Soil Preparation,disk
11/22/1993,T1,T1R1,Harvest,flail mower
11/9/1993,T1,T1R1,Harvest,combine
11/8/1993,T1,T1R1,Harvest,John Deere 4425 combine
10/13/1993,T1,T1R1,Soil Preparation,soil finisher --type unknown
7/1/1993,T1,T1R1,Fertilizer application,broadcast sprayer
6/30/1993,T1,T1R1,Fertilizer application,unknown
6/3/1993,T1,T1R1,Weed control,broadcast sprayer
5/7/1993,T1,T1R1,Soil Preparation,row cultivator --type unknown
5/7/1993,T1,T1R1,Planting,unknown
5/7/1993,T1,T1R1,Soil Preparation,disk
5/6/1993,T1,T1R1,Soil Preparation,disk
4/28/1993,T1,T1R1,Soil Preparation,Moldboard plow
4/27/1993,T1,T1R1,Soil Preparation,plow --type unknown
4/27/1993,T1,T1R1,Fertilizer application,broadcast sprayer
10/26/1992,T1,T1R1,Harvest,combine
5/18/1992,T1,T1R1,Soil Preparation,disk
5/18/1992,T1,T1R1,Soil Preparation,cultipacker
5/18/1992,T1,T1R1,Planting,unknown
5/18/1992,T1,T1R1,Weed control,broadcast sprayer
5/15/1992,T1,T1R1,Soil Preparation,disk
5/15/1992,T1,T1R1,Soil Preparation,Moldboard plow
10/23/1991,T1,T1R1,Weed control,flail mower
10/10/1991,T1,T1R1,Harvest,combine
7/18/1991,T1,T1R1,Fertilizer application,broadcast sprayer
6/15/1991,T1,T1R1,Planting,unknown
6/15/1991,T1,T1R1,Fertilizer application,broadcast sprayer
6/7/1991,T1,T1R1,Weed control,broadcast sprayer
5/24/1991,T1,T1R1,Weed control,broadcast sprayer
5/2/1991,T1,T1R1,Soil Preparation,disk
5/2/1991,T1,T1R1,Soil Preparation,row cultivator --type unknown
4/25/1991,T1,T1R1,Soil Preparation,Moldboard plow
10/17/1990,T1,T1R1,Harvest,combine
5/31/1990,T1,T1R1,Weed control,broadcast sprayer
5/29/1990,T1,T1R1,Planting,unknown
5/25/1990,T1,T1R1,Soil Preparation,cultipacker
5/25/1990,T1,T1R1,Soil Preparation,Moldboard plow
5/25/1990,T1,T1R1,Soil Preparation,disk
5/25/1990,T1,T1R1,Soil Preparation,row cultivator --type unknown
10/23/1989,T1,T1R1,Harvest,combine
6/26/1989,T1,T1R1,Fertilizer application,Gandy Orbit-Air (15' boom)
5/16/1989,T1,T1R1,Weed control,broadcast sprayer
5/4/1989,T1,T1R1,Planting,Buffalo planter
5/3/1989,T1,T1R1,Soil Preparation,disk
5/1/1989,T1,T1R1,Soil Preparation,row cultivator --type unknown
5/1/1989,T1,T1R1,Soil Preparation,disk
5/9/1988,T1,T1R1,Soil Preparation,3 bottom plow
5/9/1988,T1,T1R1,Soil Preparation,MF 298
6/9/2022,T2,T2R1,Pesticide application,Top Air Sprayer
6/1/2022,T2,T2R1,Pesticide application,Top Air Sprayer
5/12/2022,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
5/9/2022,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
5/5/2022,T2,T2R1,Fertilizer application,Top Air Sprayer
4/21/2022,T2,T2R1,Pesticide application,Top Air Sprayer
4/21/2022,T2,T2R1,Herbicide application,Top Air Sprayer
4/21/2022,T2,T2R1,Weed control,Top Air Sprayer
3/17/2022,T2,T2R1,Fertilizer application,Top Air Sprayer
10/18/2021,T2,T2R1,Planting,John Deere 1590 15' no-till drill
9/30/2021,T2,T2R1,Harvest,Truck # 1653 (White Dodge RAM 5500 with Flat Bed)
9/30/2021,T2,T2R1,Harvest,Truck #892 (Blue/Red)
9/30/2021,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
9/30/2021,T2,T2R1,Harvest,Truck #1270 (White/Green)
9/30/2021,T2,T2R1,Harvest,John Deere S660 Combine
9/30/2021,T2,T2R1,Harvest,Truck #1271 (Blue/White)
7/27/2021,T2,T2R1,Pesticide application,Turbo TeeJet Induction TTI-11003 Flat Spray Tip (Nozzle)
7/27/2021,T2,T2R1,Weed control,Top Air Sprayer
7/27/2021,T2,T2R1,Pesticide application,Top Air Sprayer
7/27/2021,T2,T2R1,Weed control,Turbo TeeJet Induction TTI-11003 Flat Spray Tip (Nozzle)
6/16/2021,T2,T2R1,Weed control,Top Air Sprayer
6/16/2021,T2,T2R1,Weed control,Turbo TeeJet Induction TTI-11003 Flat Spray Tip (Nozzle)
6/16/2021,T2,T2R1,Pesticide application,Top Air Sprayer
6/16/2021,T2,T2R1,Pesticide application,Turbo TeeJet Induction TTI-11003 Flat Spray Tip (Nozzle)
5/18/2021,T2,T2R1,Pesticide application,Top Air Sprayer
5/18/2021,T2,T2R1,Pesticide application,TeeJet 8001 Flat Fan Nozzles
5/11/2021,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
4/27/2021,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
11/7/2020,T2,T2R1,Mowing,John Deere 115 15' flail mower
10/29/2020,T2,T2R1,Harvest,Truck #1270 (White/Green)
10/29/2020,T2,T2R1,Harvest,Truck #1271 (Blue/White)
10/29/2020,T2,T2R1,Harvest,Truck #892 (Blue/Red)
10/29/2020,T2,T2R1,Harvest,John Deere S660 Combine
10/29/2020,T2,T2R1,Harvest,Truck # 1653 (White Dodge RAM 5500 with Flat Bed)
10/29/2020,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
6/24/2020,T2,T2R1,Fertilizer application,28% (FSC Built) Six Row Fertilizer Applicator
6/18/2020,T2,T2R1,Fertilizer application,28% (FSC Built) Six Row Fertilizer Applicator
5/12/2020,T2,T2R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/12/2020,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
4/20/2020,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
10/18/2019,T2,T2R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
10/18/2019,T2,T2R1,Pesticide application,Top Air Sprayer
10/18/2019,T2,T2R1,Weed control,Top Air Sprayer
10/18/2019,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
8/13/2019,T2,T2R1,Pesticide application,Top Air Sprayer
8/13/2019,T2,T2R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
8/13/2019,T2,T2R1,Weed control,Top Air Sprayer
8/13/2019,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
7/24/2019,T2,T2R1,Harvest,Truck #892 (Blue/Red)
7/24/2019,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/24/2019,T2,T2R1,Harvest,Truck # 1653 (White Dodge RAM 5500 with Flat Bed)
7/24/2019,T2,T2R1,Harvest,John Deere  9410 combine
7/24/2019,T2,T2R1,Harvest,Truck #1270 (White/Green)
7/24/2019,T2,T2R1,Harvest,Truck #1271 (Blue/White)
6/21/2019,T2,T2R1,Pesticide application,Top Air Sprayer
6/21/2019,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
6/3/2019,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
6/3/2019,T2,T2R1,Pesticide application,Top Air Sprayer
5/5/2019,T2,T2R1,Fertilizer application,Top Air Sprayer
5/5/2019,T2,T2R1,Fertilizer application,Chafer Stream Bars
4/17/2019,T2,T2R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
4/17/2019,T2,T2R1,Weed control,Top Air Sprayer
4/17/2019,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
4/17/2019,T2,T2R1,Pesticide application,Top Air Sprayer
3/28/2019,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
3/25/2019,T2,T2R1,Fertilizer application,Chafer Stream Bars
3/25/2019,T2,T2R1,Fertilizer application,Top Air Sprayer
10/17/2018,T2,T2R1,Planting,John Deere 1590 15' no-till drill
10/10/2018,T2,T2R1,Planting,John Deere 1590 15' no-till drill
10/9/2018,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/9/2018,T2,T2R1,Harvest,Truck #892 (Blue/Red)
10/9/2018,T2,T2R1,Harvest,John Deere  9410 combine
10/9/2018,T2,T2R1,Harvest,Truck # 1653 (White Dodge RAM 5500 with Flat Bed)
10/9/2018,T2,T2R1,Harvest,Truck #1270 (White/Green)
10/9/2018,T2,T2R1,Harvest,Truck #1271 (Blue/White)
7/12/2018,T2,T2R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
7/12/2018,T2,T2R1,Weed control,Top Air Sprayer
7/12/2018,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
7/12/2018,T2,T2R1,Pesticide application,Top Air Sprayer
5/27/2018,T2,T2R1,Pesticide application,Top Air Sprayer
5/27/2018,T2,T2R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
5/27/2018,T2,T2R1,Weed control,Top Air Sprayer
5/27/2018,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
5/25/2018,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/24/2018,T2,T2R1,Fertilizer application,spreader
5/8/2018,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
5/8/2018,T2,T2R1,Weed control,Top Air Sprayer
5/8/2018,T2,T2R1,Pesticide application,Top Air Sprayer
5/8/2018,T2,T2R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
11/7/2017,T2,T2R1,Mowing,John Deere 115 15' flail mower
10/18/2017,T2,T2R1,Harvest,John Deere  9410 combine
10/18/2017,T2,T2R1,Harvest,Truck #892 (Blue/Red)
10/18/2017,T2,T2R1,Harvest,Truck #1271 (Blue/White)
10/18/2017,T2,T2R1,Harvest,Truck #1270 (White/Green)
10/18/2017,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/18/2017,T2,T2R1,Harvest,Truck # 1653 (White Dodge RAM 5500 with Flat Bed)
6/21/2017,T2,T2R1,Fertilizer application,28% (FSC Built) Six Row Fertilizer Applicator
6/9/2017,T2,T2R1,Pesticide application,Top Air Sprayer
6/9/2017,T2,T2R1,Weed control,Top Air Sprayer
6/9/2017,T2,T2R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
6/9/2017,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
5/15/2017,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/15/2017,T2,T2R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/8/2017,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/24/2017,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
4/24/2017,T2,T2R1,Pesticide application,Top Air Sprayer
4/24/2017,T2,T2R1,Weed control,Top Air Sprayer
4/24/2017,T2,T2R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
9/1/2016,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
9/1/2016,T2,T2R1,Pesticide application,Top Air Sprayer
9/1/2016,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
9/1/2016,T2,T2R1,Pesticide application,Top Air Sprayer
9/1/2016,T2,T2R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
9/1/2016,T2,T2R1,Weed control,Top Air Sprayer
9/1/2016,T2,T2R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
9/1/2016,T2,T2R1,Weed control,Top Air Sprayer
7/12/2016,T2,T2R1,Harvest,John Deere  9410 combine
7/12/2016,T2,T2R1,Harvest,Truck #892 (Blue/Red)
7/12/2016,T2,T2R1,Harvest,Truck #1271 (Blue/White)
7/12/2016,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/12/2016,T2,T2R1,Harvest,truck - for hauling
6/3/2016,T2,T2R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
6/3/2016,T2,T2R1,Pesticide application,Top Air Sprayer
4/22/2016,T2,T2R1,Fertilizer application,Chafer Stream Bars
4/22/2016,T2,T2R1,Fertilizer application,Top Air Sprayer
4/16/2016,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/16/2016,T2,T2R1,Weed control,Top Air Sprayer
4/16/2016,T2,T2R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
4/16/2016,T2,T2R1,Pesticide application,Top Air Sprayer
3/30/2016,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
3/21/2016,T2,T2R1,Fertilizer application,Chafer Stream Bars
3/21/2016,T2,T2R1,Fertilizer application,Top Air Sprayer
10/2/2015,T2,T2R1,Planting,John Deere 1590 15' no-till drill
9/30/2015,T2,T2R1,Harvest,John Deere  9410 combine
9/30/2015,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
9/30/2015,T2,T2R1,Harvest,Truck #1271 (Blue/White)
9/30/2015,T2,T2R1,Harvest,Truck #892 (Blue/Red)
9/30/2015,T2,T2R1,Harvest,Truck #1270 (White/Green)
7/23/2015,T2,T2R1,Pesticide application,Top Air Sprayer
7/23/2015,T2,T2R1,Weed control,Top Air Sprayer
7/23/2015,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
7/23/2015,T2,T2R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/22/2015,T2,T2R1,Pesticide application,Top Air Sprayer
5/22/2015,T2,T2R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/22/2015,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/22/2015,T2,T2R1,Weed control,Top Air Sprayer
5/20/2015,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
4/14/2015,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/6/2015,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
11/7/2014,T2,T2R1,Mowing,John Deere 115 15' flail mower
10/30/2014,T2,T2R1,Harvest,Truck #1271 (Blue/White)
10/30/2014,T2,T2R1,Harvest,Wagon
10/30/2014,T2,T2R1,Harvest,Truck #1270 (White/Green)
10/30/2014,T2,T2R1,Harvest,Truck #892 (Blue/Red)
10/30/2014,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/30/2014,T2,T2R1,Harvest,John Deere  9410 combine
6/18/2014,T2,T2R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
5/21/2014,T2,T2R1,Weed control,Top Air Sprayer
5/21/2014,T2,T2R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/21/2014,T2,T2R1,Pesticide application,Top Air Sprayer
5/21/2014,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/20/2014,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/20/2014,T2,T2R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/10/2014,T2,T2R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/10/2014,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/6/2014,T2,T2R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/6/2014,T2,T2R1,Weed control,Top Air Sprayer
5/6/2014,T2,T2R1,Pesticide application,Top Air Sprayer
5/6/2014,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/18/2014,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
8/29/2013,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
8/29/2013,T2,T2R1,Weed control,Top Air Sprayer
8/20/2013,T2,T2R1,Pesticide application,John Deere 115 15' flail mower
8/20/2013,T2,T2R1,Mowing,John Deere 115 15' flail mower
8/20/2013,T2,T2R1,Weed control,John Deere 115 15' flail mower
7/25/2013,T2,T2R1,Harvest,truck - for hauling
7/25/2013,T2,T2R1,Harvest,John Deere 385 round baler
7/24/2013,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/24/2013,T2,T2R1,Harvest,Truck #1270 (White/Green)
7/24/2013,T2,T2R1,Harvest,Truck #1271 (Blue/White)
7/24/2013,T2,T2R1,Harvest,Truck #892 (Blue/Red)
7/24/2013,T2,T2R1,Harvest,John Deere  9410 combine
5/17/2013,T2,T2R1,Weed control,Top Air Sprayer
5/17/2013,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/2/2013,T2,T2R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
5/2/2013,T2,T2R1,Fertilizer application,Top Air Sprayer
4/22/2013,T2,T2R1,Weed control,Top Air Sprayer
10/29/2012,T2,T2R1,Planting,John Deere 750 10' no-till drill
10/11/2012,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/11/2012,T2,T2R1,Harvest,Truck #1270 (White/Green)
10/11/2012,T2,T2R1,Harvest,John Deere  9410 combine
10/2/2012,T2,T2R1,Mowing,John Deere 115 15' flail mower
8/3/2012,T2,T2R1,Pesticide application,ridger...for ridging?
8/3/2012,T2,T2R1,Pesticide application,Hagie Sprayer
6/25/2012,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/25/2012,T2,T2R1,Weed control,Top Air Sprayer
5/19/2012,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/10/2012,T2,T2R1,Weed control,Top Air Sprayer
5/10/2012,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/23/2012,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/13/2012,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/11/2012,T2,T2R1,Fertilizer application,Other
12/17/2011,T2,T2R1,Mowing,John Deere 115 15' flail mower
11/14/2011,T2,T2R1,Harvest,Truck #1271 (Blue/White)
11/14/2011,T2,T2R1,Harvest,Truck #1270 (White/Green)
11/14/2011,T2,T2R1,Harvest,John Deere  9410 combine
11/14/2011,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
6/15/2011,T2,T2R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
5/9/2011,T2,T2R1,Weed control,Top Air Sprayer
5/9/2011,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/6/2011,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/6/2011,T2,T2R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/2/2011,T2,T2R1,Weed control,Top Air Sprayer
5/2/2011,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
3/30/2011,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
9/10/2010,T2,T2R1,Weed control,John Deere 115 15' flail mower
8/16/2010,T2,T2R1,Weed control,Top Air Sprayer
8/16/2010,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
7/16/2010,T2,T2R1,Harvest,baler
7/14/2010,T2,T2R1,Harvest,combine
7/14/2010,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
4/29/2010,T2,T2R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
4/29/2010,T2,T2R1,Fertilizer application,Top Air Sprayer
4/20/2010,T2,T2R1,Fertilizer application,Top Air Sprayer
4/20/2010,T2,T2R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
4/12/2010,T2,T2R1,Weed control,Top Air Sprayer
4/12/2010,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
10/22/2009,T2,T2R1,Planting,John Deere 750 10' no-till drill
10/16/2009,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/16/2009,T2,T2R1,Harvest,John Deere  9410 combine
6/23/2009,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/23/2009,T2,T2R1,Weed control,Top Air Sprayer
5/21/2009,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/19/2009,T2,T2R1,Weed control,Top Air Sprayer
5/19/2009,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/15/2009,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
10/22/2008,T2,T2R1,Mowing,John Deere 115 15' flail mower
10/20/2008,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/20/2008,T2,T2R1,Harvest,truck - for hauling
10/20/2008,T2,T2R1,Harvest,John Deere  9410 combine
10/7/2008,T2,T2R1,Mowing,John Deere 115 15' flail mower
6/19/2008,T2,T2R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
5/14/2008,T2,T2R1,Weed control,8002 Flat Fan Nozzles
5/14/2008,T2,T2R1,Weed control,Demco 3-point mounted sprayer
5/13/2008,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/13/2008,T2,T2R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/5/2008,T2,T2R1,Weed control,Top Air Sprayer
5/5/2008,T2,T2R1,Pesticide application,Top Air Sprayer
5/1/2008,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
9/24/2007,T2,T2R1,Pesticide application,Top Air Sprayer
9/19/2007,T2,T2R1,Mowing,John Deere 10' brushhog mower
8/29/2007,T2,T2R1,Mowing,John Deere 115 15' flail mower
7/13/2007,T2,T2R1,Harvest,baler
7/10/2007,T2,T2R1,Harvest,truck - for hauling
7/10/2007,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/10/2007,T2,T2R1,Harvest,John Deere  9410 combine
4/24/2007,T2,T2R1,Fertilizer application,Top Air Sprayer
4/20/2007,T2,T2R1,Pesticide application,Top Air Sprayer
3/30/2007,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
11/1/2006,T2,T2R1,Planting,John Deere 750 10' no-till drill
10/10/2006,T2,T2R1,Harvest,truck - for hauling
10/10/2006,T2,T2R1,Harvest,John Deere  9410 combine
10/10/2006,T2,T2R1,Harvest,Weigh Wagon 
7/7/2006,T2,T2R1,Pesticide application,Top Air Sprayer
6/12/2006,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/24/2006,T2,T2R1,Weed control,Top Air Sprayer
4/19/2006,T2,T2R1,Fertilizer application,Gandy Orbit-Air (15' boom)
10/11/2005,T2,T2R1,Harvest,Weigh Wagon 
10/11/2005,T2,T2R1,Harvest,John Deere  9410 combine
6/21/2005,T2,T2R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
5/12/2005,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/12/2005,T2,T2R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
4/16/2005,T2,T2R1,Fertilizer application,Gandy Air Seeder
9/8/2004,T2,T2R1,Mowing,John Deere 115 15' flail mower
9/2/2004,T2,T2R1,Mowing,John Deere 115 15' flail mower
7/14/2004,T2,T2R1,Harvest,New Holland 1038 Stackliner (Bale Stacker)
7/14/2004,T2,T2R1,Harvest,baler
7/13/2004,T2,T2R1,Harvest,Weigh Wagon 
7/13/2004,T2,T2R1,Harvest,John Deere  9410 combine
7/13/2004,T2,T2R1,Harvest,truck - for hauling
4/16/2004,T2,T2R1,Fertilizer application,Top Air Sprayer
4/10/2004,T2,T2R1,Pesticide application,Top Air Sprayer
10/10/2003,T2,T2R1,Planting,John Deere 750 10' no-till drill
10/8/2003,T2,T2R1,Fertilizer application,Willmar 5-ton PTO-driven spinner spreader
10/6/2003,T2,T2R1,Harvest,John Deere  9410 combine
6/30/2003,T2,T2R1,Weed control,Top Air Sprayer
5/27/2003,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
4/26/2003,T2,T2R1,Fertilizer application,Willmar 5-ton PTO-driven spinner spreader
10/30/2002,T2,T2R1,Weed control,mower
10/29/2002,T2,T2R1,Harvest,unknown
10/28/2002,T2,T2R1,Harvest,unknown
10/16/2002,T2,T2R1,Observation,unknown
7/1/2002,T2,T2R1,Fertilizer application,unknown
6/27/2002,T2,T2R1,Pesticide application,Top Air Sprayer
5/11/2002,T2,T2R1,Pesticide application,Top Air Sprayer
5/10/2002,T2,T2R1,Fertilizer application,John Deere 7300 six row planter
5/10/2002,T2,T2R1,Planting,John Deere 7300 six row planter
4/26/2002,T2,T2R1,Pesticide application,Top Air Sprayer
4/23/2002,T2,T2R1,Mowing,mower
4/20/2002,T2,T2R1,Fertilizer application,Willmar 5-ton PTO-driven spinner spreader
8/24/2001,T2,T2R1,Pesticide application,Top Air Sprayer
7/30/2001,T2,T2R1,Harvest,John Deere 385 round baler
7/30/2001,T2,T2R1,Harvest,baler
7/30/2001,T2,T2R1,Harvest,New Holland 1038 Stackliner (Bale Stacker)
7/17/2001,T2,T2R1,Harvest,John Deere  9410 combine
7/17/2001,T2,T2R1,Harvest,Weigh Wagon 
4/25/2001,T2,T2R1,Pesticide application,Top Air Sprayer
4/19/2001,T2,T2R1,Fertilizer application,Top Air Sprayer
4/5/2001,T2,T2R1,Fertilizer application,Top Air Sprayer
10/23/2000,T2,T2R1,Planting,John Deere 750 10' no-till drill
6/23/2000,T2,T2R1,Weed control,Top Air Sprayer
5/26/2000,T2,T2R1,Planting,John Deere 750 10' no-till drill
5/26/2000,T2,T2R1,Pesticide application,high-boy (dairy)
10/11/1999,T2,T2R1,Harvest,John Deere 4425 combine
6/29/1999,T2,T2R1,Fertilizer application,unknown
5/19/1999,T2,T2R1,Weed control,broadcast sprayer
5/14/1999,T2,T2R1,Planting,Buffalo no-till planter
5/14/1999,T2,T2R1,Fertilizer application,unknown
5/9/1999,T2,T2R1,Weed control,unknown
4/20/1999,T2,T2R1,Fertilizer application,unknown
7/20/1998,T2,T2R1,Harvest,combine
7/14/1998,T2,T2R1,Harvest,combine
4/20/1998,T2,T2R1,Fertilizer application,unknown
10/22/1997,T2,T2R1,Planting,John Deere 450 conventional 10' drill
10/21/1997,T2,T2R1,Planting,unknown
10/20/1997,T2,T2R1,Harvest,John Deere 4425 combine
10/19/1997,T2,T2R1,Harvest,John Deere 4425 combine
5/21/1997,T2,T2R1,Planting,John Deere 750 10' no-till drill
5/20/1997,T2,T2R1,Weed control,unknown
5/20/1997,T2,T2R1,Weed control,unknown
4/10/1997,T2,T2R1,Fertilizer application,unknown
4/9/1997,T2,T2R1,Fertilizer application,unknown
11/3/1996,T2,T2R1,Harvest,unknown
7/1/1996,T2,T2R1,Harvest,haybine
